team,minute,score,player1,player2,event_type,game_id,home_team,away_team,home_team_score,away_team_score
Bournemouth,73,0:0,Luis Sinisterra,Marcus Tavernier,substitute_in,be0cbf88,Bournemouth,Chelsea,0.0,0.0
Bournemouth,74,0:0,Marcos Senesi,Milos Kerkez,substitute_in,be0cbf88,Bournemouth,Chelsea,0.0,0.0
Chelsea,80,0:0,Ben Chilwell,Levi Colwill,substitute_in,be0cbf88,Bournemouth,Chelsea,0.0,0.0
Chelsea,81,0:0,Ian Maatsen,Enzo Fernandez,substitute_in,be0cbf88,Bournemouth,Chelsea,0.0,0.0
Bournemouth,89,0:0,David Brooks,Ryan Christie,substitute_in,be0cbf88,Bournemouth,Chelsea,0.0,0.0
Brighton & Hove Albion,21,1:0,Joao Pedro,Ansu Fati,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,0.0
Brighton & Hove Albion,26,1:1,Evan Ferguson,Pascal Gross,goal,36be5cee,Nott'ham Forest,Brighton,1.0,1.0
Nottingham Forest,3,1:0,Anthony Elanga,Morgan Gibbs-White,goal,36be5cee,Nott'ham Forest,Brighton,1.0,0.0
Brighton & Hove Albion,35,1:1,Jack Hinshelwood,Tariq Lamptey,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,1.0
Brighton & Hove Albion,45+4,1:2,Joao Pedro,Pascal Gross,goal,36be5cee,Nott'ham Forest,Brighton,1.0,2.0
Brighton & Hove Albion,46,1:2,Facundo Buonanotte,Adam Lallana,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,2.0
Nottingham Forest,62,1:3,Callum Hudson-Odoi,Danilo,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,3.0
Nottingham Forest,63,1:3,Divock Origi,Chris Wood,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,3.0
Nottingham Forest,69,1:3,Ryan Yates,Nicolas Dominguez,substitute_in,36be5cee,Nott'ham Forest,Brighton,1.0,3.0
Brighton & Hove Albion,77,2:3,Carlos Baleba,Billy Gilmour,substitute_in,36be5cee,Nott'ham Forest,Brighton,2.0,3.0
Brighton & Hove Albion,77,2:3,Jakub Moder,Evan Ferguson,substitute_in,36be5cee,Nott'ham Forest,Brighton,2.0,3.0
Nottingham Forest,90,2:3,Neco Williams,Ola Aina,substitute_in,36be5cee,Nott'ham Forest,Brighton,2.0,3.0
Brighton & Hove Albion,31,1:1,Pascal Gross,Kaoru Mitoma,goal,75d21da8,Brighton,Brentford,1.0,1.0
Brentford,40,1:1,Yoane Wissa,Bryan Mbeumo,substitute_in,75d21da8,Brighton,Brentford,1.0,1.0
Brentford,46,1:1,Keane Lewis-Potter,Yehor Yarmoliuk,substitute_in,75d21da8,Brighton,Brentford,1.0,1.0
Brighton & Hove Albion,52,2:1,Jack Hinshelwood,Pascal Gross,goal,75d21da8,Brighton,Brentford,2.0,1.0
Brighton & Hove Albion,69,2:1,Evan Ferguson,Joao Pedro,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brighton & Hove Albion,69,2:1,James Milner,Facundo Buonanotte,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brentford,69,2:1,Mikkel Damsgaard,Shandon Baptiste,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brighton & Hove Albion,73,2:1,Joel Veltman,Jack Hinshelwood,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brighton & Hove Albion,84,2:1,Jakub Moder,Carlos Baleba,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brighton & Hove Albion,84,2:1,Benicio Boaitey,Simon Adingra,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Brentford,84,2:1,Myles Peart-Harris,Mads Roerslev,substitute_in,75d21da8,Brighton,Brentford,2.0,1.0
Manchester City,46,1:0,Oscar Bobb,Matheus Nunes,substitute_in,60ce29cd,Wolves,Manchester City,1.0,0.0
Manchester City,58,1:1,Julian Alvarez,,goal,60ce29cd,Wolves,Manchester City,1.0,1.0
Manchester City,65,1:1,Kalvin Phillips,Mateo Kovacic,substitute_in,60ce29cd,Wolves,Manchester City,1.0,1.0
Wolverhampton Wanderers,66,2:1,Hwang Hee-chan,Matheus Cunha,goal,60ce29cd,Wolves,Manchester City,2.0,1.0
Wolverhampton Wanderers,67,2:1,Boubacar Traore,Joao Gomes,substitute_in,60ce29cd,Wolves,Manchester City,2.0,1.0
Wolverhampton Wanderers,74,2:1,Matt Doherty,Rayan Ait Nouri,substitute_in,60ce29cd,Wolves,Manchester City,2.0,1.0
Manchester City,80,2:1,Jack Grealish,Nathan Ake,substitute_in,60ce29cd,Wolves,Manchester City,2.0,1.0
Wolverhampton Wanderers,86,2:1,Fabio Silva,Matheus Cunha,substitute_in,60ce29cd,Wolves,Manchester City,2.0,1.0
Wolverhampton Wanderers,86,2:1,Jonny Castro,Hwang Hee-chan,substitute_in,60ce29cd,Wolves,Manchester City,2.0,1.0
Brighton & Hove Albion,15,0:1,Kaoru Mitoma,Pervis Estupinan,goal,d7c606ec,Wolves,Brighton,0.0,1.0
Brighton & Hove Albion,46,0:2,Pervis Estupinan,Kaoru Mitoma,goal,d7c606ec,Wolves,Brighton,0.0,2.0
Brighton & Hove Albion,51,0:3,Solly March,Julio Cesar Enciso,goal,d7c606ec,Wolves,Brighton,0.0,3.0
Brighton & Hove Albion,55,0:4,Solly March,Julio Cesar Enciso,goal,d7c606ec,Wolves,Brighton,0.0,4.0
Wolverhampton Wanderers,55,0:4,Hwang Hee-chan,Fabio Silva,substitute_in,d7c606ec,Wolves,Brighton,0.0,4.0
Wolverhampton Wanderers,56,0:4,Pablo Sarabia,Joao Gomes,substitute_in,d7c606ec,Wolves,Brighton,0.0,4.0
Brighton & Hove Albion,57,0:4,Joao Pedro,Danny Welbeck,substitute_in,d7c606ec,Wolves,Brighton,0.0,4.0
Brighton & Hove Albion,57,0:4,Joel Veltman,James Milner,substitute_in,d7c606ec,Wolves,Brighton,0.0,4.0
Wolverhampton Wanderers,61,1:4,Hwang Hee-chan,Pablo Sarabia,goal,d7c606ec,Wolves,Brighton,1.0,4.0
Brighton & Hove Albion,67,1:4,Evan Ferguson,Julio Cesar Enciso,substitute_in,d7c606ec,Wolves,Brighton,1.0,4.0
Wolverhampton Wanderers,71,1:4,Toti Gomes,Craig Dawson,substitute_in,d7c606ec,Wolves,Brighton,1.0,4.0
Brighton & Hove Albion,81,1:4,Mahmoud Dahoud,Pascal Gross,substitute_in,d7c606ec,Wolves,Brighton,1.0,4.0
Brighton & Hove Albion,81,1:4,Adam Lallana,Kaoru Mitoma,substitute_in,d7c606ec,Wolves,Brighton,1.0,4.0
Wolverhampton Wanderers,86,1:4,Hugo Bueno,Rayan Ait Nouri,substitute_in,d7c606ec,Wolves,Brighton,1.0,4.0
Brentford,11,1:0,Neal Maupay,Frank Onyeka,goal,3235dd6e,Brentford,West Ham,1.0,0.0
West Ham United,19,1:1,Kudus Mohammed,Michail Antonio,goal,3235dd6e,Brentford,West Ham,1.0,1.0
West Ham United,26,1:2,Jarrod Bowen,,goal,3235dd6e,Brentford,West Ham,1.0,2.0
Brentford,46,1:2,Thomas Strakosha,Mark Flekken,substitute_in,3235dd6e,Brentford,West Ham,1.0,2.0
West Ham United,64,2:2,Pablo Fornals,Said Benrahma,substitute_in,3235dd6e,Brentford,West Ham,2.0,2.0
West Ham United,64,2:2,Danny Ings,Michail Antonio,substitute_in,3235dd6e,Brentford,West Ham,2.0,2.0
Brentford,69,3:2,Nathan Collins,Mathias Jensen,goal,3235dd6e,Brentford,West Ham,3.0,2.0
Brentford,79,3:2,Yehor Yarmoliuk,Mathias Jensen,substitute_in,3235dd6e,Brentford,West Ham,3.0,2.0
Brentford,79,3:2,Mads Roerslev,Kristoffer Ajer,substitute_in,3235dd6e,Brentford,West Ham,3.0,2.0
Brentford,89,3:2,Saman Ghoddos,Yoane Wissa,substitute_in,3235dd6e,Brentford,West Ham,3.0,2.0
Brentford,90+1,3:2,Ben Mee,Vitaly Janelt,substitute_in,3235dd6e,Brentford,West Ham,3.0,2.0
Brighton & Hove Albion,67,0:0,Evan Ferguson,Danny Welbeck,substitute_in,d557afd0,West Ham,Brighton,0.0,0.0
West Ham United,73,0:0,Divin Mubama,Said Benrahma,substitute_in,d557afd0,West Ham,Brighton,0.0,0.0
Brighton & Hove Albion,74,0:0,Adam Lallana,Facundo Buonanotte,substitute_in,d557afd0,West Ham,Brighton,0.0,0.0
Brighton & Hove Albion,74,0:0,Jakub Moder,Adam Webster,substitute_in,d557afd0,West Ham,Brighton,0.0,0.0
Luton Town,25,1:0,Andros Townsend,Ross Barkley,goal,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Newcastle United,37,1:0,Sven Botman,Jamaal Lascelles,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Newcastle United,38,1:0,Alexander Isak,Lewis Miley,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Luton Town,46,1:0,Ryan John Giles,Issa Kabore,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Luton Town,76,1:0,Mads Juel Andersen,Amari'i Bell,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Luton Town,80,1:0,Pelly Ruddock Mpanzu,Albert Sambi Lokonga,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Luton Town,80,1:0,Carlton Morris,Elijah Adebayo,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Luton Town,81,1:0,Chiedozie Ogbene,Andros Townsend,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Newcastle United,81,1:0,Valentino Livramento,Miguel Almiron,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Newcastle United,85,1:0,Lewis Hall,Dan Burn,substitute_in,46bfb645,Luton Town,Newcastle Utd,1.0,0.0
Fulham,24,1:1,Harry Wilson,Antonee Robinson,goal,4b7e6f44,Liverpool,Fulham,1.0,1.0
Liverpool,38,2:1,Alexis Mac Allister,,goal,4b7e6f44,Liverpool,Fulham,2.0,1.0
Fulham,45+3,2:2,Kenny Tete,,goal,4b7e6f44,Liverpool,Fulham,2.0,2.0
Fulham,62,2:2,Willian,Andreas Pereira,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Fulham,62,2:2,Tom Cairney,Harry Wilson,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Liverpool,64,2:2,Cody Gakpo,Dominik Szoboszlai,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Liverpool,65,2:2,Joe Gomez,Alexis Mac Allister,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Liverpool,69,2:2,Ibrahima Konate,Joel Matip,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Fulham,75,2:2,Bobby Reid,Alex Iwobi,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Fulham,75,2:2,Timothy Castagne,Kenny Tete,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,2.0
Fulham,80,2:3,Bobby Reid,Tom Cairney,goal,4b7e6f44,Liverpool,Fulham,2.0,3.0
Liverpool,83,2:3,Wataru Endo,Ryan Gravenberch,substitute_in,4b7e6f44,Liverpool,Fulham,2.0,3.0
Liverpool,87,3:3,Wataru Endo,Mohamed Salah,goal,4b7e6f44,Liverpool,Fulham,3.0,3.0
Liverpool,88,4:3,Trent Alexander-Arnold,Kostas Tsimikas,goal,4b7e6f44,Liverpool,Fulham,4.0,3.0
Fulham,90,4:3,Carlos Vinicius,Harrison Reed,substitute_in,4b7e6f44,Liverpool,Fulham,4.0,3.0
Tottenham Hotspur,18,2:0,Son Heung-min,,goal,849071fe,Tottenham,Everton,2.0,0.0
Everton,24,2:0,Andre Gomes,Idrissa Gana Gueye,substitute_in,849071fe,Tottenham,Everton,2.0,0.0
Tottenham Hotspur,46,2:0,Eric Dier,Cristian Romero,substitute_in,849071fe,Tottenham,Everton,2.0,0.0
Tottenham Hotspur,63,2:0,Pierre Hojbjerg,Richarlison,substitute_in,849071fe,Tottenham,Everton,2.0,0.0
Everton,66,2:0,Arnaut Danjuma,Jack Harrison,substitute_in,849071fe,Tottenham,Everton,2.0,0.0
Tottenham Hotspur,73,2:0,Giovani Lo Celso,Pape Matar Sarr,substitute_in,849071fe,Tottenham,Everton,2.0,0.0
