,team,position,player (nunique),fpts (mean),g (mean),kp (mean),at (mean),sot (mean),tkw (mean),yc (mean),rc (mean),acnc (mean),int (mean),clr (mean),bs (mean),pkm (mean),pkd (mean),og (mean),gao (mean),cs (mean),pts (mean),dpt (mean),off (mean),pkg (mean),ghost points (mean),negative fpts (mean),home (mean),gp (max),rollingsum_fpts (mean),default fpts (sum),default ghosts (sum),default negative fpts (sum),delta (sum),delta ghosts (sum),delta negative fpts (sum)
53,Crystal Palace Player Stats,CB,3,10.31,0.09,0.55,0.05,0.23,0.86,0.14,0.0,0.23,0.91,5.41,1.05,0.0,0.0,0.0,1.18,0.45,0.14,1.18,0.05,0.0,8.5,-0.78,0.45,1.0,23.73,211.75,183.75,-59.0,15.0,3.25,41.75
46,CRY,CB,3,10.24,0.11,0.61,0.03,0.21,0.87,0.03,0.0,0.26,0.82,5.26,1.05,0.0,0.0,0.0,1.26,0.42,0.13,0.79,0.03,0.0,8.59,-0.63,0.47,1.0,24.44,364.0,321.0,-100.0,25.25,5.25,76.0
43,CHE,LB,2,9.62,0.0,0.38,0.15,0.38,1.62,0.15,0.0,0.0,0.46,2.15,0.77,0.0,0.0,0.0,0.69,0.46,0.15,1.38,0.15,0.0,6.96,-0.88,0.54,1.0,26.35,117.0,90.0,-23.0,8.0,0.5,11.5
50,Chelsea Player Stats,LB,2,9.54,0.0,0.43,0.14,0.43,1.57,0.14,0.0,0.0,0.57,2.14,0.71,0.0,0.0,0.0,0.71,0.43,0.14,1.29,0.14,0.0,7.11,-0.86,0.57,1.0,25.71,62.25,49.75,-12.5,4.5,0.0,6.5
76,Liverpool Player Stats,LB,3,9.18,0.09,2.09,0.0,0.18,1.36,0.09,0.0,0.73,0.73,1.91,0.27,0.0,0.0,0.0,0.82,0.36,0.09,1.27,0.18,0.0,7.45,-0.91,0.45,1.0,18.66,113.75,101.25,-21.5,-12.75,-19.25,11.5
87,MUN,RB,2,9.03,0.11,1.37,0.11,0.21,1.42,0.32,0.0,1.11,1.21,2.16,0.32,0.0,0.0,0.0,1.42,0.21,0.21,2.0,0.0,0.0,8.46,-1.12,0.58,1.0,17.83,179.25,192.25,-71.0,-7.75,-31.5,49.75
11,Aston Villa Player Stats,LB,1,8.93,0.0,2.0,0.2,0.1,0.9,0.4,0.0,1.7,1.4,2.1,0.0,0.0,0.0,0.0,1.5,0.2,0.1,2.3,0.1,0.0,9.12,-1.4,0.5,1.0,22.92,92.25,108.25,-42.0,-3.0,-17.0,28.0
74,LUT,WB,3,8.88,0.0,2.83,0.17,0.0,1.5,0.33,0.0,1.17,1.0,2.33,0.17,0.0,0.0,0.0,1.67,0.0,0.17,2.0,0.17,0.0,8.79,-1.08,0.33,1.0,9.79,126.0,134.0,-20.0,-19.5,-28.5,7.0
68,LIV,CB,5,8.86,0.0,0.42,0.11,0.05,0.66,0.11,0.0,0.0,1.5,5.0,0.92,0.0,0.0,0.05,0.84,0.26,0.11,0.92,0.05,0.0,7.88,-1.02,0.47,1.0,14.14,341.5,338.5,-85.0,-5.0,-39.25,46.25
94,Manchester Utd Player Stats,RB,2,8.86,0.09,1.18,0.09,0.18,1.45,0.27,0.0,1.0,1.18,2.18,0.45,0.0,0.0,0.0,1.36,0.27,0.18,1.73,0.0,0.0,8.11,-1.07,0.55,1.0,18.41,101.0,105.0,-39.0,-3.5,-15.75,27.25
69,LIV,LB,2,8.82,0.11,2.16,0.0,0.21,1.26,0.11,0.0,0.79,0.84,2.11,0.32,0.0,0.0,0.0,0.95,0.26,0.11,1.32,0.21,0.0,7.58,-0.87,0.47,1.0,19.22,189.5,181.0,-41.5,-22.0,-37.0,25.0
75,Liverpool Player Stats,CB,5,8.82,0.0,0.41,0.09,0.05,0.64,0.09,0.0,0.0,1.36,4.91,0.91,0.0,0.0,0.05,0.82,0.27,0.09,1.0,0.05,0.0,7.83,-1.01,0.45,1.0,16.25,199.0,196.0,-47.0,-5.0,-23.75,24.75
122,Tottenham Player Stats,RB,2,8.7,0.0,1.07,0.21,0.07,2.21,0.29,0.0,0.43,0.71,2.21,0.57,0.0,0.07,0.0,1.21,0.29,0.07,2.07,0.0,0.0,7.88,-1.39,0.5,1.0,19.7,116.75,114.75,-43.0,5.0,-4.5,23.5
4,AVL,LB,1,8.69,0.0,1.71,0.24,0.12,0.88,0.47,0.0,1.35,1.53,2.29,0.0,0.0,0.0,0.0,1.47,0.24,0.12,2.59,0.12,0.0,8.47,-1.43,0.53,1.0,22.94,141.75,162.75,-73.0,6.0,-18.75,48.75
125,WHU,RB,1,8.67,0.0,1.32,0.42,0.0,1.79,0.0,0.0,0.79,1.16,2.21,0.32,0.0,0.0,0.0,1.74,0.11,0.42,0.74,0.11,0.0,7.7,-0.92,0.47,1.0,23.13,159.5,160.5,-69.0,5.25,-14.25,51.5
60,Everton Player Stats,LB,2,8.52,0.09,1.09,0.0,0.36,2.27,0.0,0.0,0.55,1.27,2.64,0.27,0.0,0.0,0.0,1.27,0.18,0.09,0.91,0.0,0.0,8.64,-1.11,0.55,1.0,16.11,92.25,101.25,-31.0,1.5,-6.25,18.75
77,Liverpool Player Stats,RB,2,8.41,0.0,1.64,0.09,0.18,1.09,0.27,0.0,0.55,1.0,1.91,0.0,0.0,0.0,0.0,0.82,0.27,0.09,1.27,0.0,0.0,7.45,-1.14,0.45,1.0,19.95,88.25,89.25,-26.0,4.25,-7.25,13.5
106,Nott'ham Forest Player Stats,LB,3,8.33,0.0,0.83,0.33,0.33,1.0,0.0,0.17,0.33,1.0,2.83,0.67,0.0,0.0,0.0,0.83,0.33,0.33,2.17,0.17,0.0,6.67,-2.0,0.67,1.0,13.67,50.25,41.25,-17.0,-0.25,-1.25,5.0
89,Manchester City Player Stats,LB,3,8.32,0.1,0.6,0.0,0.5,0.5,0.1,0.0,0.1,1.3,1.1,0.3,0.0,0.0,0.0,0.7,0.4,0.1,1.0,0.0,0.0,6.18,-0.95,0.4,1.0,17.82,78.75,63.75,-19.0,4.5,-2.0,9.5
56,EVE,CB,3,8.27,0.05,0.47,0.05,0.21,0.95,0.26,0.0,0.11,1.66,3.95,1.24,0.0,0.0,0.0,1.47,0.16,0.11,2.0,0.05,0.0,8.88,-1.13,0.53,1.0,18.91,291.5,357.5,-136.0,22.75,-20.25,93.0
117,TOT,CB,3,8.26,0.11,0.21,0.0,0.11,1.32,0.21,0.0,0.0,0.97,3.63,0.66,0.0,0.0,0.05,0.89,0.42,0.11,1.16,0.0,0.0,6.59,-1.18,0.42,1.0,20.15,300.5,260.5,-96.0,13.25,-10.0,51.25
131,West Ham Player Stats,RB,1,8.23,0.0,1.27,0.36,0.0,1.73,0.0,0.0,0.73,1.36,2.36,0.36,0.0,0.0,0.0,1.82,0.09,0.36,0.82,0.09,0.0,7.89,-0.93,0.45,1.0,21.36,86.0,93.5,-41.5,4.5,-6.75,31.25
70,LIV,RB,2,8.22,0.0,1.21,0.11,0.21,1.26,0.26,0.0,0.53,0.89,2.05,0.0,0.0,0.0,0.0,0.84,0.26,0.11,1.16,0.0,0.0,7.12,-1.0,0.47,1.0,18.91,141.75,143.75,-46.0,14.5,-8.5,27.0
59,Everton Player Stats,CB,3,8.18,0.05,0.45,0.05,0.23,0.91,0.32,0.0,0.09,1.59,3.91,1.14,0.0,0.0,0.0,1.36,0.18,0.09,2.23,0.05,0.0,8.65,-1.19,0.55,1.0,19.98,167.5,202.5,-76.0,12.5,-12.25,49.75
31,Brentford Player Stats,CB,4,8.15,0.08,0.31,0.0,0.12,0.85,0.08,0.0,0.0,1.35,5.46,0.54,0.0,0.0,0.0,1.27,0.27,0.08,0.5,0.0,0.0,7.68,-0.76,0.5,1.0,18.11,220.5,232.5,-74.0,-8.5,-32.75,54.25
83,MCI,LB,3,8.05,0.09,0.43,0.0,0.43,0.43,0.09,0.0,0.09,1.17,0.91,0.26,0.0,0.0,0.0,0.61,0.48,0.09,0.87,0.0,0.0,5.49,-0.91,0.35,1.0,14.3,173.25,127.25,-40.0,12.0,-1.0,19.0
102,Newcastle Utd Player Stats,CB,4,8.01,0.05,0.18,0.09,0.09,0.86,0.23,0.0,0.0,0.68,3.18,0.82,0.0,0.05,0.0,0.95,0.45,0.09,1.82,0.05,0.0,6.17,-1.11,0.55,1.0,17.31,170.5,140.5,-54.0,5.75,-4.75,29.5
90,Manchester City Player Stats,RB,1,7.95,0.0,1.1,0.1,0.1,0.7,0.1,0.0,0.4,0.6,1.1,0.1,0.0,0.0,0.0,0.7,0.4,0.1,1.0,0.1,0.0,5.7,-0.65,0.4,1.0,17.7,74.25,60.75,-17.5,5.25,-3.75,11.0
118,TOT,LB,1,7.81,0.0,0.78,0.22,0.11,1.44,0.33,0.0,0.0,1.11,2.56,0.22,0.0,0.0,0.0,0.89,0.33,0.22,3.11,0.22,0.0,6.69,-1.78,0.44,1.0,20.19,133.5,121.5,-52.0,7.0,-1.0,20.0
84,MCI,RB,1,7.74,0.0,1.04,0.09,0.09,0.48,0.09,0.0,0.35,0.48,1.09,0.04,0.0,0.0,0.0,0.61,0.48,0.09,1.0,0.09,0.0,5.08,-0.64,0.35,1.0,14.39,167.25,122.25,-35.0,10.75,-5.5,20.25
95,NEW,CB,4,7.7,0.05,0.21,0.08,0.11,0.79,0.18,0.0,0.0,0.71,2.92,0.76,0.0,0.03,0.0,1.0,0.42,0.11,1.76,0.05,0.0,6.07,-1.08,0.53,1.0,15.41,283.25,239.75,-93.5,9.5,-9.0,52.5
120,Tottenham Player Stats,CB,5,7.64,0.09,0.23,0.05,0.09,1.23,0.23,0.0,0.0,0.95,3.5,0.59,0.0,0.0,0.05,1.09,0.36,0.14,1.18,0.09,0.0,6.35,-1.12,0.41,1.0,20.11,153.75,143.25,-64.5,14.25,-3.5,39.75
103,Newcastle Utd Player Stats,LB,3,7.55,0.09,0.45,0.0,0.27,0.82,0.18,0.0,0.27,1.0,2.73,0.64,0.0,0.0,0.0,1.0,0.45,0.09,1.36,0.09,0.0,6.14,-1.23,0.55,1.0,19.27,85.5,73.5,-28.0,-2.5,-6.0,14.5
81,Luton Town Player Stats,WB,3,7.55,0.0,2.1,0.2,0.1,1.2,0.4,0.0,0.9,0.9,2.2,0.2,0.0,0.0,0.0,1.8,0.0,0.2,2.2,0.1,0.0,7.8,-1.25,0.4,1.0,11.62,84.25,94.25,-23.0,-8.75,-16.25,10.5
96,NEW,LB,2,7.5,0.11,0.42,0.0,0.26,0.95,0.16,0.0,0.21,0.95,2.47,0.58,0.0,0.0,0.0,1.05,0.42,0.11,0.89,0.11,0.0,6.09,-1.12,0.53,1.0,18.22,144.25,125.75,-49.5,-1.75,-10.0,28.25
82,MCI,CB,4,7.5,0.0,0.3,0.0,0.18,1.14,0.05,0.05,0.05,1.05,1.89,0.45,0.0,0.0,0.05,0.59,0.5,0.0,0.93,0.0,0.0,5.75,-1.07,0.32,1.0,9.73,292.75,244.75,-84.0,37.25,8.25,37.0
88,Manchester City Player Stats,CB,4,7.44,0.09,0.5,0.0,0.27,0.77,0.05,0.05,0.05,1.0,2.0,0.36,0.0,0.0,0.05,0.68,0.41,0.09,1.0,0.0,0.0,5.39,-1.03,0.45,1.0,12.89,140.5,113.0,-46.5,23.25,5.5,23.75
54,Crystal Palace Player Stats,LB,1,7.43,0.09,0.55,0.09,0.09,1.09,0.18,0.0,0.55,0.73,2.82,0.45,0.0,0.0,0.0,1.18,0.45,0.18,1.18,0.0,0.0,5.36,-0.84,0.45,1.0,16.3,74.75,60.75,-33.0,7.0,-1.75,23.75
21,BRF,CB,4,7.36,0.02,0.31,0.0,0.07,0.89,0.09,0.0,0.0,1.44,5.18,0.58,0.0,0.0,0.0,1.29,0.24,0.02,0.58,0.0,0.0,7.54,-0.78,0.49,1.0,14.91,337.75,392.25,-130.5,-6.5,-53.0,95.5
44,CHE,RB,3,7.31,0.0,0.62,0.31,0.0,1.23,0.31,0.15,0.0,0.77,1.69,0.0,0.0,0.0,0.0,0.54,0.46,0.31,3.08,0.15,0.0,5.08,-2.38,0.54,1.0,13.54,91.5,66.5,-39.0,3.5,-0.5,8.0
105,Nott'ham Forest Player Stats,CB,6,7.18,0.04,0.36,0.0,0.25,1.04,0.07,0.04,0.0,1.11,4.96,0.89,0.0,0.0,0.0,1.29,0.29,0.04,1.29,0.04,0.0,7.47,-1.04,0.39,1.0,14.91,194.75,219.75,-73.0,6.25,-10.5,43.75
57,EVE,LB,2,7.05,0.0,1.21,0.0,0.21,2.42,0.0,0.0,0.47,1.05,2.53,0.32,0.0,0.0,0.0,1.37,0.16,0.0,1.0,0.0,0.0,8.3,-1.14,0.53,1.0,12.32,132.5,172.0,-57.5,1.5,-14.25,35.75
98,NOT,CB,6,7.05,0.04,0.39,0.0,0.29,0.94,0.08,0.04,0.0,1.0,4.8,0.96,0.0,0.0,0.0,1.31,0.24,0.04,1.43,0.04,0.0,7.49,-1.14,0.37,1.0,14.7,341.75,395.75,-136.0,3.5,-28.75,80.25
51,Chelsea Player Stats,RB,4,6.88,0.0,0.75,0.25,0.0,1.25,0.25,0.12,0.0,0.75,1.62,0.12,0.0,0.0,0.0,0.62,0.38,0.25,2.5,0.25,0.0,5.16,-2.03,0.5,1.0,13.03,52.75,43.25,-22.5,2.25,-2.0,6.25
0,ARS,CB,4,6.82,0.0,0.21,0.05,0.0,0.32,0.11,0.0,0.05,1.05,1.87,0.84,0.0,0.0,0.0,0.84,0.47,0.05,0.76,0.0,0.0,4.89,-0.66,0.58,1.0,15.53,230.25,181.75,-73.5,28.75,4.25,48.5
42,CHE,CB,3,6.81,0.05,0.36,0.0,0.14,0.45,0.18,0.0,0.0,0.86,3.5,0.75,0.0,0.0,0.0,1.14,0.27,0.05,1.18,0.23,0.0,6.31,-0.72,0.59,1.0,16.84,277.5,306.5,-121.0,22.25,-29.0,89.25
63,FUL,LB,2,6.74,0.0,0.68,0.0,0.0,1.63,0.26,0.0,0.58,2.26,2.11,0.16,0.0,0.0,0.11,1.63,0.32,0.0,2.05,0.11,0.0,8.75,-2.01,0.42,1.0,11.11,120.5,173.0,-88.5,7.5,-6.75,50.25
7,Arsenal Player Stats,CB,4,6.65,0.0,0.18,0.05,0.0,0.32,0.09,0.0,0.05,1.0,1.91,0.82,0.0,0.0,0.0,0.82,0.45,0.05,0.77,0.0,0.0,4.81,-0.66,0.55,1.0,15.43,127.5,101.5,-41.0,18.75,4.25,26.5
66,Fulham Player Stats,LB,2,6.59,0.0,0.64,0.0,0.0,1.64,0.36,0.0,0.64,2.18,2.09,0.18,0.0,0.0,0.09,1.55,0.27,0.0,2.36,0.09,0.0,8.64,-2.05,0.45,1.0,12.41,65.75,98.75,-51.0,6.75,-3.75,28.5
52,Chelsea Player Stats,WB,3,6.54,0.0,1.57,0.14,0.14,0.86,0.14,0.0,1.14,0.43,0.43,0.14,0.0,0.0,0.0,1.14,0.14,0.14,1.29,0.14,0.0,6.43,-1.18,0.71,1.0,11.18,51.75,59.75,-21.0,-6.0,-14.75,12.75
45,CHE,WB,3,6.54,0.0,1.57,0.14,0.14,0.86,0.14,0.0,1.14,0.43,0.43,0.14,0.0,0.0,0.0,1.14,0.14,0.14,1.29,0.14,0.0,6.43,-1.18,0.71,1.0,11.18,103.5,119.5,-42.0,-12.0,-29.5,25.5
5,AVL,RB,2,6.46,0.0,0.47,0.12,0.59,1.12,0.29,0.0,0.24,0.71,2.06,0.71,0.0,0.0,0.12,1.29,0.29,0.12,1.88,0.0,0.0,6.88,-1.84,0.53,1.0,19.93,79.25,100.75,-65.5,30.5,16.25,34.25
47,CRY,LB,1,6.43,0.0,0.63,0.11,0.0,1.11,0.21,0.0,0.63,0.74,2.74,0.42,0.0,0.0,0.0,1.26,0.42,0.11,1.32,0.0,0.0,5.45,-0.91,0.47,1.0,15.84,107.0,107.0,-62.0,15.25,-3.5,44.75
49,Chelsea Player Stats,CB,3,6.41,0.04,0.32,0.0,0.12,0.44,0.16,0.0,0.0,0.84,3.32,0.68,0.0,0.0,0.0,1.16,0.24,0.04,1.08,0.2,0.0,6.1,-0.69,0.56,1.0,15.99,142.25,165.75,-69.5,18.0,-13.25,52.25
107,Nott'ham Forest Player Stats,RB,3,6.39,0.14,0.57,0.0,0.14,1.57,0.29,0.0,0.29,0.86,2.0,0.29,0.0,0.0,0.0,1.14,0.14,0.14,1.57,0.14,0.0,6.18,-1.07,0.57,1.0,12.14,44.0,49.5,-21.5,0.75,-6.25,14.0
124,WHU,LB,3,6.32,0.09,0.73,0.18,0.09,1.18,0.45,0.0,0.45,1.09,2.64,0.18,0.0,0.09,0.0,1.73,0.09,0.18,2.36,0.0,0.0,6.55,-1.23,0.45,1.0,11.27,53.25,73.25,-50.0,16.25,-1.25,36.5
92,Manchester Utd Player Stats,CB,5,6.29,0.05,0.5,0.15,0.1,0.65,0.15,0.0,0.05,0.5,3.45,0.6,0.0,0.0,0.05,1.3,0.25,0.2,1.2,0.15,0.0,5.45,-1.06,0.5,1.0,10.35,113.75,118.25,-65.5,12.0,-9.25,44.25
133,Wolves Player Stats,LB,3,6.18,0.0,0.57,0.14,0.0,1.71,0.29,0.0,0.14,0.86,1.86,0.86,0.0,0.0,0.0,1.57,0.14,0.14,1.86,0.0,0.0,7.0,-1.25,0.43,1.0,9.39,36.25,53.25,-30.0,7.0,-4.25,21.25
93,Manchester Utd Player Stats,LB,5,6.18,0.0,1.09,0.09,0.0,0.64,0.36,0.0,0.18,1.27,3.45,0.55,0.0,0.0,0.0,1.36,0.27,0.09,2.64,0.27,0.0,6.55,-1.36,0.55,1.0,7.09,57.75,71.75,-39.0,10.25,0.25,24.0
80,Luton Town Player Stats,RB,3,6.15,0.0,1.4,0.0,0.0,0.6,0.0,0.0,1.2,0.8,2.6,0.4,0.0,0.0,0.0,1.2,0.0,0.0,1.4,0.0,0.0,7.75,-1.2,0.4,1.0,15.4,35.0,46.5,-11.5,-4.25,-7.75,5.5
79,Luton Town Player Stats,LB,3,6.1,0.0,0.8,0.0,0.4,1.4,0.0,0.0,1.2,0.6,1.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6,0.0,0.0,6.95,-0.85,0.4,1.0,19.8,32.25,34.25,-2.0,-1.75,0.5,-2.25
123,WHU,CB,3,6.01,0.11,0.11,0.0,0.24,0.39,0.05,0.05,0.0,1.34,5.11,1.21,0.0,0.0,0.0,1.74,0.11,0.11,1.05,0.0,0.0,7.14,-1.03,0.47,1.0,14.59,191.5,278.5,-151.0,36.75,-7.0,111.75
85,MUN,CB,5,5.93,0.06,0.59,0.18,0.12,0.76,0.18,0.0,0.06,0.59,2.88,0.53,0.0,0.0,0.06,1.35,0.18,0.24,1.24,0.12,0.0,5.29,-1.12,0.53,1.0,9.18,173.5,194.5,-119.0,28.25,-14.75,81.0
12,Aston Villa Player Stats,RB,2,5.92,0.0,0.6,0.1,0.5,1.0,0.3,0.0,0.3,0.7,1.8,0.6,0.0,0.0,0.1,1.3,0.3,0.1,1.8,0.0,0.0,6.35,-1.72,0.5,1.0,19.42,44.5,57.5,-38.0,14.75,6.0,20.75
1,ARS,LB,4,5.91,0.0,0.65,0.0,0.24,1.29,0.12,0.12,0.0,0.53,0.71,0.12,0.0,0.0,0.0,0.59,0.53,0.0,1.71,0.12,0.0,4.68,-1.47,0.65,1.0,12.74,92.5,80.0,-41.5,8.0,-0.5,16.5
127,WOL,LB,3,5.89,0.0,0.64,0.09,0.0,1.73,0.36,0.0,0.18,0.82,1.64,0.91,0.0,0.0,0.0,1.64,0.18,0.09,1.91,0.0,0.0,7.2,-1.41,0.45,1.0,7.0,51.0,83.5,-51.5,13.75,-4.25,36.0
8,Arsenal Player Stats,LB,4,5.82,0.0,0.6,0.0,0.2,1.3,0.1,0.1,0.0,0.6,0.8,0.1,0.0,0.0,0.0,0.6,0.5,0.0,1.5,0.1,0.0,4.58,-1.35,0.6,1.0,13.7,53.5,47.0,-23.5,4.75,-1.25,10.0
72,LUT,LB,3,5.75,0.0,0.91,0.0,0.36,1.36,0.09,0.0,1.09,0.55,1.64,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.91,0.0,0.0,6.7,-0.95,0.36,1.0,19.55,68.5,74.5,-6.0,-5.25,-0.75,-4.5
130,West Ham Player Stats,LB,1,5.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.25,1.0,1.0,0.0,3.5,5.5,-2.0,2.25,0.5,1.75
126,WOL,CB,3,5.71,0.0,0.41,0.0,0.23,0.8,0.23,0.0,0.05,0.89,4.2,1.07,0.0,0.0,0.0,1.59,0.09,0.0,1.52,0.09,0.0,7.31,-0.78,0.5,1.0,12.63,188.75,331.25,-166.5,62.5,-9.75,132.25
132,Wolves Player Stats,CB,3,5.69,0.0,0.4,0.0,0.2,0.88,0.24,0.0,0.04,0.88,4.32,1.04,0.0,0.0,0.0,1.64,0.08,0.0,1.6,0.08,0.0,7.43,-0.78,0.48,1.0,14.1,106.5,192.0,-97.5,35.75,-6.25,78.0
86,MUN,LB,5,5.62,0.0,1.05,0.11,0.0,0.53,0.32,0.0,0.0,1.37,3.42,0.47,0.0,0.0,0.0,1.47,0.21,0.11,2.53,0.26,0.0,6.39,-1.41,0.58,1.0,4.16,87.75,119.75,-70.0,19.0,1.75,43.25
64,FUL,RB,2,5.55,0.0,0.42,0.0,0.11,0.79,0.21,0.0,0.63,1.32,2.21,0.21,0.0,0.0,0.0,1.42,0.32,0.0,2.21,0.0,0.0,6.41,-1.28,0.42,1.0,13.08,90.5,120.5,-66.0,15.0,1.25,41.75
129,West Ham Player Stats,CB,4,5.55,0.09,0.09,0.0,0.23,0.41,0.09,0.05,0.0,1.32,5.14,1.18,0.0,0.0,0.05,1.82,0.09,0.09,1.18,0.0,0.0,7.27,-1.27,0.45,1.0,13.41,99.75,164.25,-96.5,22.25,-4.25,68.5
3,AVL,CB,3,5.49,0.05,0.18,0.05,0.15,0.75,0.05,0.0,0.02,0.62,2.3,0.62,0.0,0.05,0.0,1.3,0.2,0.05,0.78,0.1,0.0,5.09,-0.6,0.45,1.0,13.32,167.5,194.0,-108.5,52.0,9.5,84.5
73,LUT,RB,3,5.48,0.0,1.27,0.0,0.0,0.55,0.09,0.0,1.09,1.0,2.36,0.36,0.0,0.0,0.0,1.36,0.0,0.0,1.82,0.0,0.0,7.5,-1.3,0.36,1.0,14.75,64.5,96.0,-31.5,-4.25,-13.5,17.25
121,Tottenham Player Stats,LB,2,5.29,0.0,0.67,0.17,0.08,1.42,0.42,0.08,0.17,1.17,2.42,0.17,0.0,0.0,0.0,1.33,0.25,0.17,3.83,0.17,0.0,6.35,-2.4,0.58,1.0,17.75,54.25,76.25,-54.0,9.25,0.0,25.25
65,Fulham Player Stats,CB,3,5.26,0.05,0.0,0.0,0.14,0.86,0.14,0.09,0.0,1.27,3.86,0.5,0.0,0.0,0.0,1.45,0.27,0.05,1.68,0.0,0.0,6.14,-1.47,0.45,1.0,12.23,81.25,123.25,-88.0,34.5,11.75,55.75
99,NOT,LB,3,5.25,0.0,0.67,0.0,0.44,0.78,0.0,0.22,0.44,1.33,2.89,0.56,0.0,0.0,0.0,0.89,0.22,0.0,2.67,0.11,0.0,7.06,-2.47,0.67,1.0,10.58,46.5,64.5,-30.0,0.75,-1.0,7.75
34,Brentford Player Stats,WB,2,5.19,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.5,0.25,3.25,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,4.44,-1.25,0.0,1.0,5.5,13.75,13.25,-11.5,7.0,4.5,6.5
23,BRF,RB,3,5.19,0.0,0.56,0.0,0.11,1.44,0.44,0.0,0.22,0.56,1.33,0.11,0.0,0.0,0.0,1.0,0.22,0.0,2.56,0.11,0.0,5.78,-1.47,0.56,1.0,9.67,77.0,110.0,-57.0,16.5,-6.0,30.5
71,LUT,CB,6,5.19,0.08,0.24,0.08,0.12,1.27,0.16,0.0,0.0,1.08,3.18,0.75,0.0,0.0,0.02,1.92,0.0,0.16,1.2,0.02,0.0,6.82,-1.04,0.43,1.0,11.06,199.0,352.5,-221.5,65.5,-4.75,168.25
